ts,device_id,device_name,device_type,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,orig_pkts,resp_pkts,conn_state,capture_scenario
1537525819.478343,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CW9G3So6ysUVTmR4d,192.168.2.1,5353,224.0.0.251,5353,udp,dns,0.101131,639,0,2,0,S0,CTU-Honeypot-Capture-5-1
1537525819.478346,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,Cwtpuq1cyI61KApxGl,fe80::80e6:50ff:fe12:1464,5353,ff02::fb,5353,udp,dns,0.101212,639,0,2,0,S0,CTU-Honeypot-Capture-5-1
1537525819.478473,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CNsUas4Ek1isnEUv6g,169.254.15.115,5353,224.0.0.251,5353,udp,dns,0.101074,792,0,2,0,S0,CTU-Honeypot-Capture-5-1
1537525719.813195,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,Cau7FK7lV7Tq81sN1,0.0.0.0,68,255.255.255.255,67,udp,dhcp,61.135330,3000,0,10,0,S0,CTU-Honeypot-Capture-5-1
1537525918.489220,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CexkE624JrThECiCJb,192.168.2.1,5353,224.0.0.251,5353,udp,dns,7.005609,804,0,4,0,S0,CTU-Honeypot-Capture-5-1
1537525918.489296,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CkrSzk3sb32mWuaTA8,169.254.15.115,5353,224.0.0.251,5353,udp,dns,7.005607,804,0,4,0,S0,CTU-Honeypot-Capture-5-1
1537525918.489308,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CJaCsm1Lo0y7gDUofa,fe80::80e6:50ff:fe12:1464,5353,ff02::fb,5353,udp,dns,7.005606,804,0,4,0,S0,CTU-Honeypot-Capture-5-1
1537525643.942646,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CHdkFr2IO660T6A6k2,192.168.2.3,54617,54.239.31.37,443,tcp,ssl,8.800505,10217,4865,23,20,S3,CTU-Honeypot-Capture-5-1
1537525954.055989,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,C1Zsmji1qYRLmhgHh,192.168.2.3,40652,93.184.216.34,80,tcp,-,0.260344,0,0,4,2,SF,CTU-Honeypot-Capture-5-1
1537525954.222251,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CFazIN2cpqjPyAK4ri,192.168.2.3,40653,93.184.216.34,80,tcp,-,0.241357,0,0,4,2,SF,CTU-Honeypot-Capture-5-1
1537525653.971963,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CVgrCC232LTdAKOxA5,192.168.2.3,49305,52.216.161.3,80,tcp,http,300.502970,146,775,11,5,SF,CTU-Honeypot-Capture-5-1
1537525954.345298,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CqczhoXjy9mVzxOXi,192.168.2.3,40654,93.184.216.34,80,tcp,-,0.246033,0,0,4,2,SF,CTU-Honeypot-Capture-5-1
1537525954.475462,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,C0r0pa1oQuCkjs1krj,192.168.2.3,1332,192.168.2.1,53,udp,dns,0.021153,43,111,1,1,SF,CTU-Honeypot-Capture-5-1
1537525954.765339,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CgWAhD4LQg7XQMMUQ1,192.168.2.3,55146,192.168.2.1,53,udp,dns,0.010439,36,68,1,1,SF,CTU-Honeypot-Capture-5-1
1537525960.083426,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,C95o254pmhnLX4TI0k,192.168.2.3,49305,52.216.161.3,80,tcp,-,-,-,-,1,0,SH,CTU-Honeypot-Capture-5-1
1537525849.608531,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,C4M4Cl4u8tldRNiPYg,0.0.0.0,68,255.255.255.255,67,udp,dhcp,58.869465,3000,0,10,0,S0,CTU-Honeypot-Capture-5-1
1537525965.703036,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,C1egiiqtFecMck928,192.168.2.3,49305,52.216.161.3,80,tcp,-,-,-,-,1,0,SH,CTU-Honeypot-Capture-5-1
1537525976.924073,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CsPzp2anOesEqihx1,192.168.2.3,49305,52.216.161.3,80,tcp,-,-,-,-,1,0,SH,CTU-Honeypot-Capture-5-1
1537525999.404400,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,Ca0z3mvmkWKmRb9G8,192.168.2.3,49305,52.216.161.3,80,tcp,-,-,-,-,1,0,SH,CTU-Honeypot-Capture-5-1
1537525954.027101,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,C8AbDkJJcIoStP872,192.168.2.3,8,192.168.2.1,0,icmp,-,0.015672,560,560,10,10,OTH,CTU-Honeypot-Capture-5-1
1537525954.800486,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CSbanh2AP9wggDCQM2,192.168.2.3,55840,207.171.178.6,123,udp,-,0.191154,48,48,1,1,SF,CTU-Honeypot-Capture-5-1
1537525954.809947,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,Cb5kbvzYbYStOUjb1,192.168.2.3,45915,207.171.178.6,123,udp,-,0.191421,48,48,1,1,SF,CTU-Honeypot-Capture-5-1
1537526043.928383,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,Cihh4k1CKDnOshDy93,192.168.2.3,54617,54.239.31.37,443,tcp,-,0.113245,53,0,2,1,RSTR,CTU-Honeypot-Capture-5-1
1537526044.283214,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CyaRTVIqn4VR17Eib,192.168.2.3,49305,52.216.161.3,80,tcp,-,-,-,-,1,0,SH,CTU-Honeypot-Capture-5-1
1537526043.928390,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,C3ntVA4QzooLUjZJU4,192.168.2.3,59594,192.168.2.1,53,udp,dns,0.016309,46,62,1,1,SF,CTU-Honeypot-Capture-5-1
1537525977.404521,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CDTkw51IKk1zReHYic,0.0.0.0,68,255.255.255.255,67,udp,dhcp,58.543924,3000,0,10,0,S0,CTU-Honeypot-Capture-5-1
1537526043.968131,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CuCNyC49SbkJcfw5Xk,192.168.2.3,44663,52.94.229.76,443,tcp,ssl,51.453795,27361,4865,36,25,RSTR,CTU-Honeypot-Capture-5-1
1537525864.266408,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CiOhnt4fTVhW6PbYIk,192.168.2.3,38721,54.239.27.11,443,tcp,-,0.121012,241,92,2,1,OTH,CTU-Honeypot-Capture-5-1
1537526104.528272,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CR3fZl3ezHQwOicxml,0.0.0.0,68,255.255.255.255,67,udp,dhcp,60.357420,3000,0,10,0,S0,CTU-Honeypot-Capture-5-1
1537526254.586150,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,Clum5g4hEhWuOidpCk,192.168.2.3,40655,93.184.216.34,80,tcp,-,0.241427,0,0,4,2,SF,CTU-Honeypot-Capture-5-1
1537526254.705897,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CcT0zj3iMK5TLQPqaa,192.168.2.3,40656,93.184.216.34,80,tcp,-,0.238960,0,0,4,2,SF,CTU-Honeypot-Capture-5-1
1537525954.504121,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,C8RdTR272SYyMYmMWl,192.168.2.3,32914,52.216.86.83,80,tcp,http,300.450301,146,775,11,5,SF,CTU-Honeypot-Capture-5-1
1537526254.827556,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,Cks5O82SKudjqi7e7d,192.168.2.3,40657,93.184.216.34,80,tcp,-,0.239545,0,0,4,2,SF,CTU-Honeypot-Capture-5-1
1537526254.953362,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CahmENqrU7GXK9uek,192.168.2.3,27017,192.168.2.1,53,udp,dns,0.012289,43,111,1,1,SF,CTU-Honeypot-Capture-5-1
1537526260.565308,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CiYlQxQhl60V3VA6b,192.168.2.3,32914,52.216.86.83,80,tcp,-,-,-,-,1,0,SH,CTU-Honeypot-Capture-5-1
1537526266.183651,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CxfZtZ1MkyclvifKNc,192.168.2.3,32914,52.216.86.83,80,tcp,-,-,-,-,1,0,SH,CTU-Honeypot-Capture-5-1
1537526277.403546,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CsCCbX1VDIjKDK3yId,192.168.2.3,32914,52.216.86.83,80,tcp,-,-,-,-,1,0,SH,CTU-Honeypot-Capture-5-1
1537526299.883484,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CIWLNn3nIgRjfEVEV7,192.168.2.3,32914,52.216.86.83,80,tcp,-,-,-,-,1,0,SH,CTU-Honeypot-Capture-5-1
1537526254.567361,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,Ce9jQdHZw3716jgJ8,192.168.2.3,8,192.168.2.1,0,icmp,-,0.015593,560,560,10,10,OTH,CTU-Honeypot-Capture-5-1
1537526255.291295,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CdLlDgHjhL6ie6rpb,192.168.2.3,50811,207.171.178.6,123,udp,-,0.193710,48,48,1,1,SF,CTU-Honeypot-Capture-5-1
1537526255.294307,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,Cob5nW2cR3N4lGJQXb,192.168.2.3,32847,207.171.178.6,123,udp,-,0.192879,48,48,1,1,SF,CTU-Honeypot-Capture-5-1
1537526344.763157,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CeF6Ex2UVrBzmftu99,192.168.2.3,32914,52.216.86.83,80,tcp,-,-,-,-,1,0,SH,CTU-Honeypot-Capture-5-1
1537526343.963756,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,Cx7fat4W4kfSk31pMl,192.168.2.3,49743,192.168.2.1,53,udp,dns,0.011512,46,62,1,1,SF,CTU-Honeypot-Capture-5-1
1537526233.823594,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,Cw2Pvt2ihmbajWZW5c,0.0.0.0,68,255.255.255.255,67,udp,dhcp,60.330057,3000,0,10,0,S0,CTU-Honeypot-Capture-5-1
1537526423.111953,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CZ6j6v3ZHf3WFqqgz5,192.168.2.3,33306,13.32.118.138,443,tcp,ssl,0.185994,717,5321,12,12,RSTR,CTU-Honeypot-Capture-5-1
1537526423.046270,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CNnHbv3FnUuv3sqt8c,192.168.2.3,5365,192.168.2.1,53,udp,dns,0.061655,46,110,1,1,SF,CTU-Honeypot-Capture-5-1
1537526362.915211,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CYK3fW3mpc37vUlKRd,0.0.0.0,68,255.255.255.255,67,udp,dhcp,60.218339,3000,0,10,0,S0,CTU-Honeypot-Capture-5-1
1537526222.254528,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,COD51S2IHpfmF0E8D9,192.168.2.3,37475,205.251.243.55,443,tcp,-,0.119112,259,110,2,1,OTH,CTU-Honeypot-Capture-5-1
1537526555.067634,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,C8m2Vh3lnmUyGlgrZ2,192.168.2.3,40658,93.184.216.34,80,tcp,-,0.240256,0,0,4,2,SF,CTU-Honeypot-Capture-5-1
1537526555.191100,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CcbNgQWtaRDZrGoXk,192.168.2.3,40659,93.184.216.34,80,tcp,-,0.243473,0,0,4,2,SF,CTU-Honeypot-Capture-5-1
1537526254.984173,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CSNfhbbetjZwzkBAk,192.168.2.3,34434,52.216.232.195,80,tcp,http,300.490965,146,775,11,5,SF,CTU-Honeypot-Capture-5-1
1537526555.324304,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CMkJ2s3YPRz1bKMVR7,192.168.2.3,40660,93.184.216.34,80,tcp,-,0.241452,0,0,4,2,SF,CTU-Honeypot-Capture-5-1
1537526555.475699,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CC3BYnrHNHC4VVjcb,192.168.2.3,1817,192.168.2.1,53,udp,dns,0.015111,43,111,1,1,SF,CTU-Honeypot-Capture-5-1
1537526561.403595,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,Cxwb8eIxo5ODKqD21,192.168.2.3,34434,52.216.232.195,80,tcp,-,-,-,-,1,0,SH,CTU-Honeypot-Capture-5-1
1537526565.791923,iot23-amazon-echo-01,Amazon Echo smart assistant,smart_assistant,CYPNEI3bwyihdOShdc,192.168.2.3,54924,176.32.98.203,80,tcp,http,0.237609,157,371,4,4,SF,CTU-Honeypot-Capture-5-1
1562159819.172195,iot23-somfy-lock-01,Somfy smart door lock,smart_door_lock,CUg3u41D8SwgQw1Job,0.0.0.0,68,255.255.255.255,67,udp,dhcp,30.004642,8768,0,16,0,S0,CTU-Honeypot-Capture-7-1
1562159849.173340,iot23-somfy-lock-01,Somfy smart door lock,smart_door_lock,CUpk9Y381SJuOHyK2d,255.255.255.255,68,192.168.1.1,67,udp,dhcp,0.004564,0,3900,0,13,SHR,CTU-Honeypot-Capture-7-1
1562159953.959669,iot23-somfy-lock-01,Somfy smart door lock,smart_door_lock,CC5CQA3Ptzma7a0by4,fe80::5bcc:698e:39d5:cdf,5353,ff02::fb,5353,udp,dns,3.948539,876,0,6,0,S0,CTU-Honeypot-Capture-7-1
1562159998.302954,iot23-somfy-lock-01,Somfy smart door lock,smart_door_lock,C3sgcmfvNzjNoY0Kd,fe80::5bcc:698e:39d5:cdf,5353,ff02::fb,5353,udp,dns,3.768179,876,0,6,0,S0,CTU-Honeypot-Capture-7-1
1562160024.472592,iot23-somfy-lock-01,Somfy smart door lock,smart_door_lock,CJVaCgoBTEsu0jjDi,fe80::4eef:c0ff:fe27:561e,5353,ff02::fb,5353,udp,dns,0.000114,451,0,11,0,S0,CTU-Honeypot-Capture-7-1
1562160043.994678,iot23-somfy-lock-01,Somfy smart door lock,smart_door_lock,ClkJUN2T3u1rQok33l,fe80::5bcc:698e:39d5:cdf,5353,ff02::fb,5353,udp,dns,3.756296,876,0,6,0,S0,CTU-Honeypot-Capture-7-1
1562160088.647638,iot23-somfy-lock-01,Somfy smart door lock,smart_door_lock,CzhXjz2LvHq25CHro7,fe80::5bcc:698e:39d5:cdf,5353,ff02::fb,5353,udp,dns,3.715573,876,0,6,0,S0,CTU-Honeypot-Capture-7-1
1562159952.076414,iot23-somfy-lock-01,Somfy smart door lock,smart_door_lock,C1zaLu61Bo5oe9wJk,::,143,ff02::16,0,icmp,-,180.863984,600,0,14,0,OTH,CTU-Honeypot-Capture-7-1
1562159952.748410,iot23-somfy-lock-01,Somfy smart door lock,smart_door_lock,CR2oJeDijrObrIjN9,::,135,ff02::1:ffd5:cdf,136,icmp,-,134.816029,96,0,4,0,OTH,CTU-Honeypot-Capture-7-1
1562159953.917233,iot23-somfy-lock-01,Somfy smart door lock,smart_door_lock,ChRng92xzW1js6e2Ik,fe80::5bcc:698e:39d5:cdf,133,ff02::2,134,icmp,-,135.000174,0,0,4,0,OTH,CTU-Honeypot-Capture-7-1
1562159953.772457,iot23-somfy-lock-01,Somfy smart door lock,smart_door_lock,CU8YON36dOJ9SJ3VYa,fe80::5bcc:698e:39d5:cdf,143,ff02::16,0,icmp,-,135.487944,400,0,16,0,OTH,CTU-Honeypot-Capture-7-1
1562159952.145222,iot23-somfy-lock-01,Somfy smart door lock,smart_door_lock,C7gDkZ19d7UhgM5Rxc,0.0.0.0,68,255.255.255.255,67,udp,dhcp,178.246691,6900,0,23,0,S0,CTU-Honeypot-Capture-7-1
1562160302.725297,iot23-somfy-lock-01,Somfy smart door lock,smart_door_lock,Cmm6Jp4Y9PM8fhUnp1,192.168.1.158,4096,192.168.1.1,53,udp,dns,2.052335,160,498,4,4,SF,CTU-Honeypot-Capture-7-1
1562160307.762924,iot23-somfy-lock-01,Somfy smart door lock,smart_door_lock,C32qne49bZy0akUup,192.168.4.2,41551,192.168.4.1,80,tcp,-,0.000006,0,0,0,2,SHR,CTU-Honeypot-Capture-7-1
1562160319.941983,iot23-somfy-lock-01,Somfy smart door lock,smart_door_lock,CgptFR3EW8pPc4QmRi,192.168.4.2,41551,192.168.4.1,80,tcp,-,0.000006,0,0,0,2,SHR,CTU-Honeypot-Capture-7-1
1562160344.164426,iot23-somfy-lock-01,Somfy smart door lock,smart_door_lock,CcZBV32tjGx8FDf467,192.168.4.2,41551,192.168.4.1,80,tcp,-,0.000006,0,0,0,2,SHR,CTU-Honeypot-Capture-7-1
1562160291.851495,iot23-somfy-lock-01,Somfy smart door lock,smart_door_lock,C7zF7p3og92UyWNPe8,::,135,ff02::1:ff67:dff2,136,icmp,-,0.000052,176,0,11,0,OTH,CTU-Honeypot-Capture-7-1
1562160292.040138,iot23-somfy-lock-01,Somfy smart door lock,smart_door_lock,Ca908W3YrAjYFiUmGh,::,143,ff02::16,0,icmp,-,0.000042,200,0,10,0,OTH,CTU-Honeypot-Capture-7-1
1562160293.674205,iot23-somfy-lock-01,Somfy smart door lock,smart_door_lock,CC9yzZ07fl3rOTMIg,fe80::6a05:71ff:fe67:dff2,143,ff02::16,0,icmp,-,0.000041,200,0,10,0,OTH,CTU-Honeypot-Capture-7-1
1562160300.917829,iot23-somfy-lock-01,Somfy smart door lock,smart_door_lock,CHgblw4FHCF7bzKkFa,192.168.1.158,68,192.168.1.1,67,udp,dhcp,0.829530,0,1800,0,6,SHR,CTU-Honeypot-Capture-7-1
1562160292.338219,iot23-somfy-lock-01,Somfy smart door lock,smart_door_lock,C4lfT92TdIOeiebVU,0.0.0.0,68,255.255.255.255,67,udp,dhcp,9.399944,7428,0,24,0,S0,CTU-Honeypot-Capture-7-1
1562160302.720838,iot23-somfy-lock-01,Somfy smart door lock,smart_door_lock,C8B5l022V75zPX8lA9,192.168.1.1,8,192.168.1.158,0,icmp,-,0.006710,40,40,2,2,OTH,CTU-Honeypot-Capture-7-1
1562160302.730042,iot23-somfy-lock-01,Somfy smart door lock,smart_door_lock,ChvhUj1PHAT86ISTWj,192.168.1.158,4097,78.46.102.180,123,udp,-,0.019494,96,96,2,2,SF,CTU-Honeypot-Capture-7-1
1562160292.326475,iot23-somfy-lock-01,Somfy smart door lock,smart_door_lock,CrmLCrlPS1jQr9pna,fe80::6a05:71ff:fe67:dff2,133,ff02::2,134,icmp,-,13.017631,792,0,99,0,OTH,CTU-Honeypot-Capture-7-1
1562160392.836431,iot23-somfy-lock-01,Somfy smart door lock,smart_door_lock,CYBMKp4pB8gSrVdQIl,192.168.4.2,41551,192.168.4.1,80,tcp,-,0.000006,0,0,0,2,SHR,CTU-Honeypot-Capture-7-1
1562160434.113480,iot23-somfy-lock-01,Somfy smart door lock,smart_door_lock,CIlMKW3wrntxuK3bA8,fe80::5bcc:698e:39d5:cdf,5353,ff02::fb,5353,udp,dns,3.959121,876,0,6,0,S0,CTU-Honeypot-Capture-7-1
1562160490.503871,iot23-somfy-lock-01,Somfy smart door lock,smart_door_lock,Cw8Fcm4zJ6K34shgb5,192.168.4.2,41551,192.168.4.1,80,tcp,-,0.000014,0,0,0,2,SHR,CTU-Honeypot-Capture-7-1
1562160478.691570,iot23-somfy-lock-01,Somfy smart door lock,smart_door_lock,CTiY9X1eSYGBzAtDBi,fe80::5bcc:698e:39d5:cdf,5353,ff02::fb,5353,udp,dns,3.774344,876,0,6,0,S0,CTU-Honeypot-Capture-7-1
1562160523.967175,iot23-somfy-lock-01,Somfy smart door lock,smart_door_lock,C1zDX73DcQoJ0lEt81,fe80::5bcc:698e:39d5:cdf,5353,ff02::fb,5353,udp,dns,3.893012,876,0,6,0,S0,CTU-Honeypot-Capture-7-1
1562160568.942820,iot23-somfy-lock-01,Somfy smart door lock,smart_door_lock,COy2ND3Nhm7GFoWnT2,fe80::5bcc:698e:39d5:cdf,5353,ff02::fb,5353,udp,dns,4.180049,876,0,6,0,S0,CTU-Honeypot-Capture-7-1
1562160588.173044,iot23-somfy-lock-01,Somfy smart door lock,smart_door_lock,Cth0RR1SELlqe3dVf,192.168.4.2,41551,192.168.4.1,80,tcp,-,0.000015,0,0,0,2,SHR,CTU-Honeypot-Capture-7-1
1562160432.908425,iot23-somfy-lock-01,Somfy smart door lock,smart_door_lock,C4TsLg32JBkXLnHIdg,::,135,ff02::1:ffd5:cdf,136,icmp,-,134.720015,96,0,4,0,OTH,CTU-Honeypot-Capture-7-1
1562160433.933750,iot23-somfy-lock-01,Somfy smart door lock,smart_door_lock,Cco1J82lUAkKOna9F2,fe80::5bcc:698e:39d5:cdf,133,ff02::2,134,icmp,-,134.983429,0,0,4,0,OTH,CTU-Honeypot-Capture-7-1
1562160433.932455,iot23-somfy-lock-01,Somfy smart door lock,smart_door_lock,CkRECc1rF9SsCGTtZ4,fe80::5bcc:698e:39d5:cdf,143,ff02::16,0,icmp,-,135.583945,400,0,16,0,OTH,CTU-Honeypot-Capture-7-1
1562160432.131458,iot23-somfy-lock-01,Somfy smart door lock,smart_door_lock,Ci7keG3lXgguT1JF43,0.0.0.0,68,255.255.255.255,67,udp,dhcp,171.633045,6900,0,23,0,S0,CTU-Honeypot-Capture-7-1
1562160432.072422,iot23-somfy-lock-01,Somfy smart door lock,smart_door_lock,CBeFI84jFNzboM2oNa,::,143,ff02::16,0,icmp,-,180.707971,580,0,13,0,OTH,CTU-Honeypot-Capture-7-1
1562160685.866921,iot23-somfy-lock-01,Somfy smart door lock,smart_door_lock,CiUp1B1o5zZVj9AUEb,192.168.4.2,41551,192.168.4.1,80,tcp,-,0.000006,0,0,0,2,SHR,CTU-Honeypot-Capture-7-1
1562160783.585792,iot23-somfy-lock-01,Somfy smart door lock,smart_door_lock,CCc3Sy1qU7bCxK6W1g,192.168.4.2,41551,192.168.4.1,80,tcp,-,0.000006,0,0,0,2,SHR,CTU-Honeypot-Capture-7-1
1562160880.955853,iot23-somfy-lock-01,Somfy smart door lock,smart_door_lock,CYbQTMGQA7PsOFk29,192.168.4.2,41551,192.168.4.1,80,tcp,-,0.000007,0,0,0,2,SHR,CTU-Honeypot-Capture-7-1
1562160891.878638,iot23-somfy-lock-01,Somfy smart door lock,smart_door_lock,Ciyf981SRHO3bhQYTe,fe80::18:e207:b314:641b,5353,ff02::fb,5353,udp,dns,0.000089,495,0,11,0,S0,CTU-Honeypot-Capture-7-1
1562160914.237229,iot23-somfy-lock-01,Somfy smart door lock,smart_door_lock,C5wQm22lC1dlbD9gc8,fe80::5bcc:698e:39d5:cdf,5353,ff02::fb,5353,udp,dns,4.080298,876,0,6,0,S0,CTU-Honeypot-Capture-7-1
1562160958.375114,iot23-somfy-lock-01,Somfy smart door lock,smart_door_lock,CoaglKnqBrhLW79nh,fe80::5bcc:698e:39d5:cdf,5353,ff02::fb,5353,udp,dns,4.104848,876,0,6,0,S0,CTU-Honeypot-Capture-7-1
1562161004.250692,iot23-somfy-lock-01,Somfy smart door lock,smart_door_lock,CGbX5grmRPtAurLE9,fe80::5bcc:698e:39d5:cdf,5353,ff02::fb,5353,udp,dns,3.947094,876,0,6,0,S0,CTU-Honeypot-Capture-7-1
1562161022.545979,iot23-somfy-lock-01,Somfy smart door lock,smart_door_lock,Ca0fVEokTOdzmHThk,fe80::18:e207:b314:641b,5353,ff02::fb,5353,udp,dns,0.000101,979,0,11,0,S0,CTU-Honeypot-Capture-7-1
1562161049.114337,iot23-somfy-lock-01,Somfy smart door lock,smart_door_lock,CIClGdlS6Ch3OvmN,fe80::5bcc:698e:39d5:cdf,5353,ff02::fb,5353,udp,dns,4.074816,876,0,6,0,S0,CTU-Honeypot-Capture-7-1
1562160912.972423,iot23-somfy-lock-01,Somfy smart door lock,smart_door_lock,CX4PyeJTA7lwwfIpg,::,135,ff02::1:ffd5:cdf,136,icmp,-,134.880125,96,0,4,0,OTH,CTU-Honeypot-Capture-7-1
1562160913.997760,iot23-somfy-lock-01,Somfy smart door lock,smart_door_lock,C70HNT19ubTE76Jum9,fe80::5bcc:698e:39d5:cdf,133,ff02::2,134,icmp,-,134.919120,0,0,4,0,OTH,CTU-Honeypot-Capture-7-1
1562160913.996464,iot23-somfy-lock-01,Somfy smart door lock,smart_door_lock,CdZvK63lw5bkDBgfQl,fe80::5bcc:698e:39d5:cdf,143,ff02::16,0,icmp,-,135.583937,400,0,16,0,OTH,CTU-Honeypot-Capture-7-1
1562160912.191062,iot23-somfy-lock-01,Somfy smart door lock,smart_door_lock,CSvMZfoQvf7b51DHh,0.0.0.0,68,255.255.255.255,67,udp,dhcp,175.769442,7200,0,24,0,S0,CTU-Honeypot-Capture-7-1
1562160912.124411,iot23-somfy-lock-01,Somfy smart door lock,smart_door_lock,CfAd723AwXS3rpjey6,::,143,ff02::16,0,icmp,-,179.944016,600,0,14,0,OTH,CTU-Honeypot-Capture-7-1
1562161198.009278,iot23-somfy-lock-01,Somfy smart door lock,smart_door_lock,Cg0AkAmG5mOXuOlW9,fe80::18:e207:b314:641b,5353,ff02::fb,5353,udp,dns,0.000092,561,0,11,0,S0,CTU-Honeypot-Capture-7-1
1562161198.040256,iot23-somfy-lock-01,Somfy smart door lock,smart_door_lock,Cas4c24ag6jREfGOSh,fe80::211:32ff:fe8d:ffe2,5353,ff02::fb,5353,udp,dns,0.000052,1316,0,7,0,S0,CTU-Honeypot-Capture-7-1
1562161393.772828,iot23-somfy-lock-01,Somfy smart door lock,smart_door_lock,CLUgv63LGp4nbeb0Sj,fe80::5bcc:698e:39d5:cdf,5353,ff02::fb,5353,udp,dns,4.022138,876,0,6,0,S0,CTU-Honeypot-Capture-7-1
1562161438.460470,iot23-somfy-lock-01,Somfy smart door lock,smart_door_lock,CIfdh9vGIWwHiPUP1,fe80::5bcc:698e:39d5:cdf,5353,ff02::fb,5353,udp,dns,3.756469,876,0,6,0,S0,CTU-Honeypot-Capture-7-1
1562161483.515777,iot23-somfy-lock-01,Somfy smart door lock,smart_door_lock,CngtZn15OZGgDgHdnh,fe80::5bcc:698e:39d5:cdf,5353,ff02::fb,5353,udp,dns,4.076630,876,0,6,0,S0,CTU-Honeypot-Capture-7-1
1562161529.243724,iot23-somfy-lock-01,Somfy smart door lock,smart_door_lock,COOtOv3TDj16xHLKO4,fe80::5bcc:698e:39d5:cdf,5353,ff02::fb,5353,udp,dns,4.141261,876,0,6,0,S0,CTU-Honeypot-Capture-7-1
1562161392.524429,iot23-somfy-lock-01,Somfy smart door lock,smart_door_lock,CG0bgj4yO0GxKOL7ja,::,135,ff02::1:ffd5:cdf,136,icmp,-,135.423985,96,0,4,0,OTH,CTU-Honeypot-Capture-7-1
1562161393.917269,iot23-somfy-lock-01,Somfy smart door lock,smart_door_lock,CznoKI2vvp0cobIb9g,fe80::5bcc:698e:39d5:cdf,133,ff02::2,134,icmp,-,135.056485,0,0,4,0,OTH,CTU-Honeypot-Capture-7-1
1562161393.548460,iot23-somfy-lock-01,Somfy smart door lock,smart_door_lock,CQBdAs1nwXXK6sRm4e,fe80::5bcc:698e:39d5:cdf,143,ff02::16,0,icmp,-,136.351937,400,0,16,0,OTH,CTU-Honeypot-Capture-7-1
